sign,decan,ingress_date,ingress_longitude,egress_date,egress_longitude
Gemini,1,1982-05-21T09:22:51.093750+00:00,60.000,1982-05-31T19:16:17.343750+00:00,70.000
Gemini,2,1982-05-31T19:16:17.343750+00:00,70.000,1982-06-11T06:05:58.593750+00:00,80.000
Gemini,3,1982-06-11T06:05:58.593750+00:00,80.000,1982-06-21T17:23:05.156250+00:00,90.000
Cancer,1,1982-06-21T17:23:05.156250+00:00,90.000,1982-07-02T05:00:14.062500+00:00,100.000
Cancer,2,1982-07-02T05:00:14.062500+00:00,100.000,1982-07-12T16:47:34.687500+00:00,110.000
Cancer,3,1982-07-12T16:47:34.687500+00:00,110.000,1982-07-23T04:15:24.609375+00:00,120.000
Leo,1,1982-07-23T04:15:24.609375+00:00,120.000,1982-08-02T15:20:55.078125+00:00,130.000
Leo,2,1982-08-02T15:20:55.078125+00:00,130.000,1982-08-13T01:49:20.156250+00:00,140.000
Leo,3,1982-08-13T01:49:20.156250+00:00,140.000,1982-08-23T11:15:21.093750+00:00,150.000
Virgo,1,1982-08-23T11:15:21.093750+00:00,150.000,1982-09-02T19:43:00.468750+00:00,160.000
Virgo,2,1982-09-02T19:43:00.468750+00:00,160.000,1982-09-13T02:58:14.531250+00:00,170.000
Virgo,3,1982-09-13T02:58:14.531250+00:00,170.000,1982-09-23T08:46:17.343750+00:00,180.000
Libra,1,1982-09-23T08:46:17.343750+00:00,180.000,1982-10-03T13:17:41.718750+00:00,190.000
Libra,2,1982-10-03T13:17:41.718750+00:00,190.000,1982-10-13T16:22:26.484375+00:00,200.000
Libra,3,1982-10-13T16:22:26.484375+00:00,200.000,1982-10-23T17:57:53.437500+00:00,210.000
Scorpio,1,1982-10-23T17:57:53.437500+00:00,210.000,1982-11-02T18:20:55.078125+00:00,220.000
Scorpio,2,1982-11-02T18:20:55.078125+00:00,220.000,1982-11-12T17:27:18.281250+00:00,230.000
Scorpio,3,1982-11-12T17:27:18.281250+00:00,230.000,1982-11-22T15:23:12.187500+00:00,240.000
Sagittarius,1,1982-11-22T15:23:12.187500+00:00,240.000,1982-12-02T12:31:38.437500+00:00,250.000
Sagittarius,2,1982-12-02T12:31:38.437500+00:00,250.000,1982-12-12T08:52:47.578125+00:00,260.000
Sagittarius,3,1982-12-12T08:52:47.578125+00:00,260.000,1982-12-22T04:38:05.156250+00:00,270.000
Capricorn,1,1982-12-22T04:38:05.156250+00:00,270.000,1983-01-01T00:13:21.562500+00:00,280.000
Capricorn,2,1983-01-01T00:13:21.562500+00:00,280.000,1983-01-10T19:42:18.281250+00:00,290.000
Capricorn,3,1983-01-10T19:42:18.281250+00:00,290.000,1983-01-20T15:16:52.500000+00:00,300.000
Aquarius,1,1983-01-20T15:16:52.500000+00:00,300.000,1983-01-30T11:23:05.156250+00:00,310.000
Aquarius,2,1983-01-30T11:23:05.156250+00:00,310.000,1983-02-09T08:04:27.187500+00:00,320.000
Aquarius,3,1983-02-09T08:04:27.187500+00:00,320.000,1983-02-19T05:30:28.125000+00:00,330.000
Pisces,1,1983-02-19T05:30:28.125000+00:00,330.000,1983-03-01T04:04:41.250000+00:00,340.000
Pisces,2,1983-03-01T04:04:41.250000+00:00,340.000,1983-03-11T03:45:42.187500+00:00,350.000
Pisces,3,1983-03-11T03:45:42.187500+00:00,350.000,1983-03-21T04:38:47.343750+00:00,0.000
Aries,1,1983-03-21T04:38:47.343750+00:00,0.000,1983-03-31T07:01:52.500000+00:00,10.000
Aries,2,1983-03-31T07:01:52.500000+00:00,10.000,1983-04-10T10:45:49.218750+00:00,20.000
Aries,3,1983-04-10T10:45:49.218750+00:00,20.000,1983-04-20T15:50:16.406250+00:00,30.000
Taurus,1,1983-04-20T15:50:16.406250+00:00,30.000,1983-04-30T22:25:25.781250+00:00,40.000
Taurus,2,1983-04-30T22:25:25.781250+00:00,40.000,1983-05-11T06:12:18.281250+00:00,50.000
Taurus,3,1983-05-11T06:12:18.281250+00:00,50.000,1983-05-21T15:06:19.687500+00:00,60.000
Gemini,1,1983-05-21T15:06:19.687500+00:00,60.000,1983-06-01T01:08:12.187500+00:00,70.000
Gemini,2,1983-06-01T01:08:12.187500+00:00,70.000,1983-06-11T11:50:51.562500+00:00,80.000
Gemini,3,1983-06-11T11:50:51.562500+00:00,80.000,1983-06-21T23:08:40.312500+00:00,90.000
Cancer,1,1983-06-21T23:08:40.312500+00:00,90.000,1983-07-02T10:52:08.906250+00:00,100.000
Cancer,2,1983-07-02T10:52:08.906250+00:00,100.000,1983-07-12T22:31:24.375000+00:00,110.000
Cancer,3,1983-07-12T22:31:24.375000+00:00,110.000,1983-07-23T10:03:59.062500+00:00,120.000
Leo,1,1983-07-23T10:03:59.062500+00:00,120.000,1983-08-02T21:13:21.562500+00:00,130.000
Leo,2,1983-08-02T21:13:21.562500+00:00,130.000,1983-08-13T07:33:41.484375+00:00,140.000
Leo,3,1983-08-13T07:33:41.484375+00:00,140.000,1983-08-23T17:07:37.031250+00:00,150.000
Virgo,1,1983-08-23T17:07:37.031250+00:00,150.000,1983-09-03T01:36:30.234375+00:00,160.000
Virgo,2,1983-09-03T01:36:30.234375+00:00,160.000,1983-09-13T08:45:14.062500+00:00,170.000
Virgo,3,1983-09-13T08:45:14.062500+00:00,170.000,1983-09-23T14:41:43.125000+00:00,180.000
Libra,1,1983-09-23T14:41:43.125000+00:00,180.000,1983-10-03T19:11:22.031250+00:00,190.000
Libra,2,1983-10-03T19:11:22.031250+00:00,190.000,1983-10-13T22:10:39.843750+00:00,200.000
Libra,3,1983-10-13T22:10:39.843750+00:00,200.000,1983-10-23T23:54:22.500000+00:00,210.000
Scorpio,1,1983-10-23T23:54:22.500000+00:00,210.000,1983-11-03T00:13:21.562500+00:00,220.000
Scorpio,2,1983-11-03T00:13:21.562500+00:00,220.000,1983-11-12T23:14:49.453125+00:00,230.000
Scorpio,3,1983-11-12T23:14:49.453125+00:00,230.000,1983-11-22T21:18:16.875000+00:00,240.000
Sagittarius,1,1983-11-22T21:18:16.875000+00:00,240.000,1983-12-02T18:21:47.812500+00:00,250.000
Sagittarius,2,1983-12-02T18:21:47.812500+00:00,250.000,1983-12-12T14:37:40.546875+00:00,260.000
Sagittarius,3,1983-12-12T14:37:40.546875+00:00,260.000,1983-12-22T10:30:00+00:00,270.000
Capricorn,1,1983-12-22T10:30:00+00:00,270.000,1984-01-01T06:00:21.093750+00:00,280.000
Capricorn,2,1984-01-01T06:00:21.093750+00:00,280.000,1984-01-11T01:23:40.312500+00:00,290.000
Capricorn,3,1984-01-11T01:23:40.312500+00:00,290.000,1984-01-20T21:04:55.312500+00:00,300.000
Aquarius,1,1984-01-20T21:04:55.312500+00:00,300.000,1984-01-30T17:06:54.843750+00:00,310.000
Aquarius,2,1984-01-30T17:06:54.843750+00:00,310.000,1984-02-09T13:43:00.468750+00:00,320.000
Aquarius,3,1984-02-09T13:43:00.468750+00:00,320.000,1984-02-19T11:16:13.828125+00:00,330.000
Pisces,1,1984-02-19T11:16:13.828125+00:00,330.000,1984-02-29T09:46:03.281250+00:00,340.000
Pisces,2,1984-02-29T09:46:03.281250+00:00,340.000,1984-03-10T09:22:51.093750+00:00,350.000
Pisces,3,1984-03-10T09:22:51.093750+00:00,350.000,1984-03-20T10:24:22.500000+00:00,0.000
Aries,1,1984-03-20T10:24:22.500000+00:00,0.000,1984-03-30T12:43:14.531250+00:00,10.000
Aries,2,1984-03-30T12:43:14.531250+00:00,10.000,1984-04-09T16:24:01.406250+00:00,20.000
Aries,3,1984-04-09T16:24:01.406250+00:00,20.000,1984-04-19T21:37:58.125000+00:00,30.000
Taurus,1,1984-04-19T21:37:58.125000+00:00,30.000,1984-04-30T04:08:12.187500+00:00,40.000
Taurus,2,1984-04-30T04:08:12.187500+00:00,40.000,1984-05-10T11:54:22.500000+00:00,50.000
Taurus,3,1984-05-10T11:54:22.500000+00:00,50.000,1984-05-20T20:57:32.343750+00:00,60.000
Gemini,1,1984-05-20T20:57:32.343750+00:00,60.000,1984-05-31T06:53:05.156250+00:00,70.000
Gemini,2,1984-05-31T06:53:05.156250+00:00,70.000,1984-06-10T17:37:51.093750+00:00,80.000
Gemini,3,1984-06-10T17:37:51.093750+00:00,80.000,1984-06-21T05:02:20.625000+00:00,90.000
Cancer,1,1984-06-21T05:02:20.625000+00:00,90.000,1984-07-01T16:37:44.062500+00:00,100.000
Cancer,2,1984-07-01T16:37:44.062500+00:00,100.000,1984-07-12T04:22:37.031250+00:00,110.000
Cancer,3,1984-07-12T04:22:37.031250+00:00,110.000,1984-07-22T15:58:21.562500+00:00,120.000
Leo,1,1984-07-22T15:58:21.562500+00:00,120.000,1984-08-02T02:59:17.812500+00:00,130.000
Leo,2,1984-08-02T02:59:17.812500+00:00,130.000,1984-08-12T13:26:50.156250+00:00,140.000
Leo,3,1984-08-12T13:26:50.156250+00:00,140.000,1984-08-22T23:00:14.062500+00:00,150.000
Virgo,1,1984-08-22T23:00:14.062500+00:00,150.000,1984-09-02T07:22:37.031250+00:00,160.000
Virgo,2,1984-09-02T07:22:37.031250+00:00,160.000,1984-09-12T14:39:36.562500+00:00,170.000
Virgo,3,1984-09-12T14:39:36.562500+00:00,170.000,1984-09-22T20:32:55.781250+00:00,180.000
Libra,1,1984-09-22T20:32:55.781250+00:00,180.000,1984-10-03T00:58:21.562500+00:00,190.000
Libra,2,1984-10-03T00:58:21.562500+00:00,190.000,1984-10-13T04:06:26.718750+00:00,200.000
Libra,3,1984-10-13T04:06:26.718750+00:00,200.000,1984-10-23T05:45:35.156250+00:00,210.000
Scorpio,1,1984-10-23T05:45:35.156250+00:00,210.000,1984-11-02T06:02:06.562500+00:00,220.000
Scorpio,2,1984-11-02T06:02:06.562500+00:00,220.000,1984-11-12T05:12:00.703125+00:00,230.000
Scorpio,3,1984-11-12T05:12:00.703125+00:00,230.000,1984-11-22T03:10:32.812500+00:00,240.000
Sagittarius,1,1984-11-22T03:10:32.812500+00:00,240.000,1984-12-02T00:11:36.093750+00:00,250.000
Sagittarius,2,1984-12-02T00:11:36.093750+00:00,250.000,1984-12-11T20:35:33.984375+00:00,260.000
Sagittarius,3,1984-12-11T20:35:33.984375+00:00,260.000,1984-12-21T16:22:58.125000+00:00,270.000
Capricorn,1,1984-12-21T16:22:58.125000+00:00,270.000,1984-12-31T11:50:30.468750+00:00,280.000
Capricorn,2,1984-12-31T11:50:30.468750+00:00,280.000,1985-01-10T07:21:23.203125+00:00,290.000
Capricorn,3,1985-01-10T07:21:23.203125+00:00,290.000,1985-01-20T02:57:32.343750+00:00,300.000
Aquarius,1,1985-01-20T02:57:32.343750+00:00,300.000,1985-01-29T22:56:11.484375+00:00,310.000
Aquarius,2,1985-01-29T22:56:11.484375+00:00,310.000,1985-02-08T19:39:29.531250+00:00,320.000
Aquarius,3,1985-02-08T19:39:29.531250+00:00,320.000,1985-02-18T17:07:15.937500+00:00,330.000
Pisces,1,1985-02-18T17:07:15.937500+00:00,330.000,1985-02-28T15:34:06.093750+00:00,340.000
Pisces,2,1985-02-28T15:34:06.093750+00:00,340.000,1985-03-10T15:18:16.875000+00:00,350.000
Pisces,3,1985-03-10T15:18:16.875000+00:00,350.000,1985-03-20T16:13:49.687500+00:00,0.000
Aries,1,1985-03-20T16:13:49.687500+00:00,0.000,1985-03-30T18:29:52.968750+00:00,10.000
Aries,2,1985-03-30T18:29:52.968750+00:00,10.000,1985-04-09T22:18:55.546875+00:00,20.000
Aries,3,1985-04-09T22:18:55.546875+00:00,20.000,1985-04-20T03:25:39.843750+00:00,30.000
Taurus,1,1985-04-20T03:25:39.843750+00:00,30.000,1985-04-30T09:54:50.625000+00:00,40.000
Taurus,2,1985-04-30T09:54:50.625000+00:00,40.000,1985-05-10T17:48:02.812500+00:00,50.000
Taurus,3,1985-05-10T17:48:02.812500+00:00,50.000,1985-05-21T02:42:56.953125+00:00,60.000
Gemini,1,1985-05-21T02:42:56.953125+00:00,60.000,1985-05-31T12:39:43.593750+00:00,70.000
Gemini,2,1985-05-31T12:39:43.593750+00:00,70.000,1985-06-10T23:29:03.750000+00:00,80.000
Gemini,3,1985-06-10T23:29:03.750000+00:00,80.000,1985-06-21T10:44:03.750000+00:00,90.000
Cancer,1,1985-06-21T10:44:03.750000+00:00,90.000,1985-07-01T22:24:01.406250+00:00,100.000
Cancer,2,1985-07-01T22:24:01.406250+00:00,100.000,1985-07-12T10:09:57.656250+00:00,110.000
Cancer,3,1985-07-12T10:09:57.656250+00:00,110.000,1985-07-22T21:36:33.750000+00:00,120.000
Leo,1,1985-07-22T21:36:33.750000+00:00,120.000,1985-08-02T08:44:10.781250+00:00,130.000
Leo,2,1985-08-02T08:44:10.781250+00:00,130.000,1985-08-12T19:09:36.562500+00:00,140.000
Leo,3,1985-08-12T19:09:36.562500+00:00,140.000,1985-08-23T04:35:37.500000+00:00,150.000
Virgo,1,1985-08-23T04:35:37.500000+00:00,150.000,1985-09-02T13:05:44.531250+00:00,160.000
Virgo,2,1985-09-02T13:05:44.531250+00:00,160.000,1985-09-12T20:18:09.843750+00:00,170.000
Virgo,3,1985-09-12T20:18:09.843750+00:00,170.000,1985-09-23T02:07:26.484375+00:00,180.000
Libra,1,1985-09-23T02:07:26.484375+00:00,180.000,1985-10-03T06:41:29.062500+00:00,190.000
Libra,2,1985-10-03T06:41:29.062500+00:00,190.000,1985-10-13T09:44:07.265625+00:00,200.000
Libra,3,1985-10-13T09:44:07.265625+00:00,200.000,1985-10-23T11:21:51.328125+00:00,210.000
Scorpio,1,1985-10-23T11:21:51.328125+00:00,210.000,1985-11-02T11:46:59.531250+00:00,220.000
Scorpio,2,1985-11-02T11:46:59.531250+00:00,220.000,1985-11-12T10:52:08.906250+00:00,230.000
Scorpio,3,1985-11-12T10:52:08.906250+00:00,230.000,1985-11-22T08:50:51.562500+00:00,240.000
Sagittarius,1,1985-11-22T08:50:51.562500+00:00,240.000,1985-12-02T06:00:42.187500+00:00,250.000
Sagittarius,2,1985-12-02T06:00:42.187500+00:00,250.000,1985-12-12T02:19:55.312500+00:00,260.000
Sagittarius,3,1985-12-12T02:19:55.312500+00:00,260.000,1985-12-21T22:07:40.546875+00:00,270.000
Capricorn,1,1985-12-21T22:07:40.546875+00:00,270.000,1985-12-31T17:43:49.687500+00:00,280.000
Capricorn,2,1985-12-31T17:43:49.687500+00:00,280.000,1986-01-10T13:09:57.656250+00:00,290.000
Capricorn,3,1986-01-10T13:09:57.656250+00:00,290.000,1986-01-20T08:46:17.343750+00:00,300.000
Aquarius,1,1986-01-20T08:46:17.343750+00:00,300.000,1986-01-30T04:52:51.093750+00:00,310.000
Aquarius,2,1986-01-30T04:52:51.093750+00:00,310.000,1986-02-09T01:30:42.187500+00:00,320.000
Aquarius,3,1986-02-09T01:30:42.187500+00:00,320.000,1986-02-18T22:57:25.312500+00:00,330.000
Pisces,1,1986-02-18T22:57:25.312500+00:00,330.000,1986-02-28T21:31:48.984375+00:00,340.000
Pisces,2,1986-02-28T21:31:48.984375+00:00,340.000,1986-03-10T21:08:47.343750+00:00,350.000
Pisces,3,1986-03-10T21:08:47.343750+00:00,350.000,1986-03-20T22:02:34.687500+00:00,0.000
Aries,1,1986-03-20T22:02:34.687500+00:00,0.000,1986-03-31T00:25:39.843750+00:00,10.000
Aries,2,1986-03-31T00:25:39.843750+00:00,10.000,1986-04-10T04:06:05.625000+00:00,20.000
Aries,3,1986-04-10T04:06:05.625000+00:00,20.000,1986-04-20T09:12:07.734375+00:00,30.000
Taurus,1,1986-04-20T09:12:07.734375+00:00,30.000,1986-04-30T15:47:06.562500+00:00,40.000
Taurus,2,1986-04-30T15:47:06.562500+00:00,40.000,1986-05-10T23:31:10.312500+00:00,50.000
Taurus,3,1986-05-10T23:31:10.312500+00:00,50.000,1986-05-21T08:28:00.468750+00:00,60.000
Gemini,1,1986-05-21T08:28:00.468750+00:00,60.000,1986-05-31T18:28:49.687500+00:00,70.000
Gemini,2,1986-05-31T18:28:49.687500+00:00,70.000,1986-06-11T05:09:22.500000+00:00,80.000
Gemini,3,1986-06-11T05:09:22.500000+00:00,80.000,1986-06-21T16:30:00+00:00,90.000
Cancer,1,1986-06-21T16:30:00+00:00,90.000,1986-07-02T04:11:22.031250+00:00,100.000
Cancer,2,1986-07-02T04:11:22.031250+00:00,100.000,1986-07-12T15:49:34.218750+00:00,110.000
Cancer,3,1986-07-12T15:49:34.218750+00:00,110.000,1986-07-23T03:24:15.468750+00:00,120.000
Leo,1,1986-07-23T03:24:15.468750+00:00,120.000,1986-08-02T14:30:07.031250+00:00,130.000
Leo,2,1986-08-02T14:30:07.031250+00:00,130.000,1986-08-13T00:50:37.500000+00:00,140.000
Leo,3,1986-08-13T00:50:37.500000+00:00,140.000,1986-08-23T10:25:46.875000+00:00,150.000
Virgo,1,1986-08-23T10:25:46.875000+00:00,150.000,1986-09-02T18:50:58.593750+00:00,160.000
Virgo,2,1986-09-02T18:50:58.593750+00:00,160.000,1986-09-13T02:00:56.250000+00:00,170.000
Virgo,3,1986-09-13T02:00:56.250000+00:00,170.000,1986-09-23T07:58:49.687500+00:00,180.000
Libra,1,1986-09-23T07:58:49.687500+00:00,180.000,1986-10-03T12:26:22.031250+00:00,190.000
Libra,2,1986-10-03T12:26:22.031250+00:00,190.000,1986-10-13T15:28:28.593750+00:00,200.000
Libra,3,1986-10-13T15:28:28.593750+00:00,200.000,1986-10-23T17:14:17.812500+00:00,210.000
Scorpio,1,1986-10-23T17:14:17.812500+00:00,210.000,1986-11-02T17:32:45.234375+00:00,220.000
Scorpio,2,1986-11-02T17:32:45.234375+00:00,220.000,1986-11-12T16:38:26.250000+00:00,230.000
Scorpio,3,1986-11-12T16:38:26.250000+00:00,230.000,1986-11-22T14:44:21.328125+00:00,240.000
Sagittarius,1,1986-11-22T14:44:21.328125+00:00,240.000,1986-12-02T11:47:31.171875+00:00,250.000
Sagittarius,2,1986-12-02T11:47:31.171875+00:00,250.000,1986-12-12T08:07:58.125000+00:00,260.000
Sagittarius,3,1986-12-12T08:07:58.125000+00:00,260.000,1986-12-22T04:02:13.593750+00:00,270.000
Capricorn,1,1986-12-22T04:02:13.593750+00:00,270.000,1986-12-31T23:31:20.859375+00:00,280.000
Capricorn,2,1986-12-31T23:31:20.859375+00:00,280.000,1987-01-10T18:58:00.468750+00:00,290.000
Capricorn,3,1987-01-10T18:58:00.468750+00:00,290.000,1987-01-20T14:40:18.750000+00:00,300.000
Aquarius,1,1987-01-20T14:40:18.750000+00:00,300.000,1987-01-30T10:39:29.531250+00:00,310.000
Aquarius,2,1987-01-30T10:39:29.531250+00:00,310.000,1987-02-09T07:16:59.531250+00:00,320.000
Aquarius,3,1987-02-09T07:16:59.531250+00:00,320.000,1987-02-19T04:50:02.343750+00:00,330.000
Pisces,1,1987-02-19T04:50:02.343750+00:00,330.000,1987-03-01T03:15:28.125000+00:00,340.000
Pisces,2,1987-03-01T03:15:28.125000+00:00,340.000,1987-03-11T02:52:15.937500+00:00,350.000
Pisces,3,1987-03-11T02:52:15.937500+00:00,350.000,1987-03-21T03:52:01.875000+00:00,0.000
Aries,1,1987-03-21T03:52:01.875000+00:00,0.000,1987-03-31T06:05:37.500000+00:00,10.000
Aries,2,1987-03-31T06:05:37.500000+00:00,10.000,1987-04-10T09:46:24.375000+00:00,20.000
Aries,3,1987-04-10T09:46:24.375000+00:00,20.000,1987-04-20T14:57:32.343750+00:00,30.000
Taurus,1,1987-04-20T14:57:32.343750+00:00,30.000,1987-04-30T21:22:51.093750+00:00,40.000
Taurus,2,1987-04-30T21:22:51.093750+00:00,40.000,1987-05-11T05:09:43.593750+00:00,50.000
Taurus,3,1987-05-11T05:09:43.593750+00:00,50.000,1987-05-21T14:10:04.687500+00:00,60.000
Gemini,1,1987-05-21T14:10:04.687500+00:00,60.000,1987-06-01T00:02:06.562500+00:00,70.000
Gemini,2,1987-06-01T00:02:06.562500+00:00,70.000,1987-06-11T10:48:59.062500+00:00,80.000
Gemini,3,1987-06-11T10:48:59.062500+00:00,80.000,1987-06-21T22:10:39.843750+00:00,90.000
Cancer,1,1987-06-21T22:10:39.843750+00:00,90.000,1987-07-02T09:45:31.640625+00:00,100.000
Cancer,2,1987-07-02T09:45:31.640625+00:00,100.000,1987-07-12T21:33:02.812500+00:00,110.000
Cancer,3,1987-07-12T21:33:02.812500+00:00,110.000,1987-07-23T09:05:58.593750+00:00,120.000
Leo,1,1987-07-23T09:05:58.593750+00:00,120.000,1987-08-02T20:08:50.859375+00:00,130.000
Leo,2,1987-08-02T20:08:50.859375+00:00,130.000,1987-08-13T06:39:22.500000+00:00,140.000
Leo,3,1987-08-13T06:39:22.500000+00:00,140.000,1987-08-23T16:09:57.656250+00:00,150.000
Virgo,1,1987-08-23T16:09:57.656250+00:00,150.000,1987-09-03T00:34:48.281250+00:00,160.000
Virgo,2,1987-09-03T00:34:48.281250+00:00,160.000,1987-09-13T07:53:54.375000+00:00,170.000
Virgo,3,1987-09-13T07:53:54.375000+00:00,170.000,1987-09-23T13:45:17.578125+00:00,180.000
Libra,1,1987-09-23T13:45:17.578125+00:00,180.000,1987-10-03T18:13:42.656250+00:00,190.000
Libra,2,1987-10-03T18:13:42.656250+00:00,190.000,1987-10-13T21:23:12.187500+00:00,200.000
Libra,3,1987-10-13T21:23:12.187500+00:00,200.000,1987-10-23T23:00:56.250000+00:00,210.000
Scorpio,1,1987-10-23T23:00:56.250000+00:00,210.000,1987-11-02T23:20:48.046875+00:00,220.000
Scorpio,2,1987-11-02T23:20:48.046875+00:00,220.000,1987-11-12T22:31:45.468750+00:00,230.000
Scorpio,3,1987-11-12T22:31:45.468750+00:00,230.000,1987-11-22T20:29:24.843750+00:00,240.000
Sagittarius,1,1987-11-22T20:29:24.843750+00:00,240.000,1987-12-02T17:34:20.156250+00:00,250.000
Sagittarius,2,1987-12-02T17:34:20.156250+00:00,250.000,1987-12-12T13:59:31.875000+00:00,260.000
Sagittarius,3,1987-12-12T13:59:31.875000+00:00,260.000,1987-12-22T09:46:03.281250+00:00,270.000
Capricorn,1,1987-12-22T09:46:03.281250+00:00,270.000,1988-01-01T05:17:27.656250+00:00,280.000
Capricorn,2,1988-01-01T05:17:27.656250+00:00,280.000,1988-01-11T00:49:34.218750+00:00,290.000
Capricorn,3,1988-01-11T00:49:34.218750+00:00,290.000,1988-01-20T20:24:18.984375+00:00,300.000
Aquarius,1,1988-01-20T20:24:18.984375+00:00,300.000,1988-01-30T16:26:07.968750+00:00,310.000
Aquarius,2,1988-01-30T16:26:07.968750+00:00,310.000,1988-02-09T13:09:57.656250+00:00,320.000
Aquarius,3,1988-02-09T13:09:57.656250+00:00,320.000,1988-02-19T10:35:16.406250+00:00,330.000
Pisces,1,1988-02-19T10:35:16.406250+00:00,330.000,1988-02-29T09:03:52.031250+00:00,340.000
Pisces,2,1988-02-29T09:03:52.031250+00:00,340.000,1988-03-10T08:46:59.531250+00:00,350.000
Pisces,3,1988-03-10T08:46:59.531250+00:00,350.000,1988-03-20T09:38:40.312500+00:00,0.000
Aries,1,1988-03-20T09:38:40.312500+00:00,0.000,1988-03-30T11:55:46.875000+00:00,10.000
Aries,2,1988-03-30T11:55:46.875000+00:00,10.000,1988-04-09T15:42:11.250000+00:00,20.000
Aries,3,1988-04-09T15:42:11.250000+00:00,20.000,1988-04-19T20:44:52.968750+00:00,30.000
Taurus,1,1988-04-19T20:44:52.968750+00:00,30.000,1988-04-30T03:15:07.031250+00:00,40.000
Taurus,2,1988-04-30T03:15:07.031250+00:00,40.000,1988-05-10T11:04:48.281250+00:00,50.000
Taurus,3,1988-05-10T11:04:48.281250+00:00,50.000,1988-05-20T19:56:43.125000+00:00,60.000
Gemini,1,1988-05-20T19:56:43.125000+00:00,60.000,1988-05-31T05:55:36.328125+00:00,70.000
Gemini,2,1988-05-31T05:55:36.328125+00:00,70.000,1988-06-10T16:42:07.734375+00:00,80.000
Gemini,3,1988-06-10T16:42:07.734375+00:00,80.000,1988-06-21T03:56:36.093750+00:00,90.000
Cancer,1,1988-06-21T03:56:36.093750+00:00,90.000,1988-07-01T15:39:01.406250+00:00,100.000
Cancer,2,1988-07-01T15:39:01.406250+00:00,100.000,1988-07-12T03:22:30+00:00,110.000
Cancer,3,1988-07-12T03:22:30+00:00,110.000,1988-07-22T14:51:12.656250+00:00,120.000
Leo,1,1988-07-22T14:51:12.656250+00:00,120.000,1988-08-02T02:01:38.437500+00:00,130.000
Leo,2,1988-08-02T02:01:38.437500+00:00,130.000,1988-08-12T12:24:36.562500+00:00,140.000
Leo,3,1988-08-12T12:24:36.562500+00:00,140.000,1988-08-22T21:54:08.437500+00:00,150.000
Virgo,1,1988-08-22T21:54:08.437500+00:00,150.000,1988-09-02T06:26:00.937500+00:00,160.000
Virgo,2,1988-09-02T06:26:00.937500+00:00,160.000,1988-09-12T13:36:19.687500+00:00,170.000
Virgo,3,1988-09-12T13:36:19.687500+00:00,170.000,1988-09-22T19:28:56.718750+00:00,180.000
Libra,1,1988-09-22T19:28:56.718750+00:00,180.000,1988-10-03T00:02:48.750000+00:00,190.000
Libra,2,1988-10-03T00:02:48.750000+00:00,190.000,1988-10-13T03:03:41.484375+00:00,200.000
Libra,3,1988-10-13T03:03:41.484375+00:00,200.000,1988-10-23T04:44:03.750000+00:00,210.000
Scorpio,1,1988-10-23T04:44:03.750000+00:00,210.000,1988-11-02T05:08:19.218750+00:00,220.000
Scorpio,2,1988-11-02T05:08:19.218750+00:00,220.000,1988-11-12T04:10:39.843750+00:00,230.000
Scorpio,3,1988-11-12T04:10:39.843750+00:00,230.000,1988-11-22T02:12:00.703125+00:00,240.000
Sagittarius,1,1988-11-22T02:12:00.703125+00:00,240.000,1988-12-01T23:20:37.500000+00:00,250.000
Sagittarius,2,1988-12-01T23:20:37.500000+00:00,250.000,1988-12-11T19:37:22.968750+00:00,260.000
Sagittarius,3,1988-12-11T19:37:22.968750+00:00,260.000,1988-12-21T15:27:46.406250+00:00,270.000
Capricorn,1,1988-12-21T15:27:46.406250+00:00,270.000,1988-12-31T11:03:23.906250+00:00,280.000
Capricorn,2,1988-12-31T11:03:23.906250+00:00,280.000,1989-01-10T06:27:46.406250+00:00,290.000
Capricorn,3,1989-01-10T06:27:46.406250+00:00,290.000,1989-01-20T02:06:54.843750+00:00,300.000
Aquarius,1,1989-01-20T02:06:54.843750+00:00,300.000,1989-01-29T22:13:49.687500+00:00,310.000
Aquarius,2,1989-01-29T22:13:49.687500+00:00,310.000,1989-02-08T18:50:16.406250+00:00,320.000
Aquarius,3,1989-02-08T18:50:16.406250+00:00,320.000,1989-02-18T16:20:30.468750+00:00,330.000
Pisces,1,1989-02-18T16:20:30.468750+00:00,330.000,1989-02-28T14:54:54.140625+00:00,340.000
Pisces,2,1989-02-28T14:54:54.140625+00:00,340.000,1989-03-10T14:30:49.218750+00:00,350.000
Pisces,3,1989-03-10T14:30:49.218750+00:00,350.000,1989-03-20T15:28:18.046875+00:00,0.000
Aries,1,1989-03-20T15:28:18.046875+00:00,0.000,1989-03-30T17:50:41.015625+00:00,10.000
Aries,2,1989-03-30T17:50:41.015625+00:00,10.000,1989-04-09T21:29:31.875000+00:00,20.000
Aries,3,1989-04-09T21:29:31.875000+00:00,20.000,1989-04-20T02:38:54.375000+00:00,30.000
Taurus,1,1989-04-20T02:38:54.375000+00:00,30.000,1989-04-30T09:11:57.187500+00:00,40.000
Taurus,2,1989-04-30T09:11:57.187500+00:00,40.000,1989-05-10T16:54:04.921875+00:00,50.000
Taurus,3,1989-05-10T16:54:04.921875+00:00,50.000,1989-05-21T01:53:33.281250+00:00,60.000
Gemini,1,1989-05-21T01:53:33.281250+00:00,60.000,1989-05-31T11:51:33.750000+00:00,70.000
