sign,decan,ingress_date,ingress_longitude,egress_date,egress_longitude
Capricorn,2,1900-01-01T00:00:00+00:00,280.153,1900-01-10T15:48:20.390625+00:00,290.000
Capricorn,3,1900-01-10T15:48:20.390625+00:00,290.000,1900-01-20T11:32:34.687500+00:00,300.000
Aquarius,1,1900-01-20T11:32:34.687500+00:00,300.000,1900-01-30T07:37:01.875000+00:00,310.000
Aquarius,2,1900-01-30T07:37:01.875000+00:00,310.000,1900-02-09T04:19:48.281250+00:00,320.000
Aquarius,3,1900-02-09T04:19:48.281250+00:00,320.000,1900-02-19T02:01:17.343750+00:00,330.000
Pisces,1,1900-02-19T02:01:17.343750+00:00,330.000,1900-03-01T00:38:40.312500+00:00,340.000
Pisces,2,1900-03-01T00:38:40.312500+00:00,340.000,1900-03-11T00:26:11.484375+00:00,350.000
Pisces,3,1900-03-11T00:26:11.484375+00:00,350.000,1900-03-21T01:39:08.437500+00:00,0.000
Aries,1,1900-03-21T01:39:08.437500+00:00,0.000,1900-03-31T04:07:51.093750+00:00,10.000
Aries,2,1900-03-31T04:07:51.093750+00:00,10.000,1900-04-10T08:01:38.437500+00:00,20.000
Aries,3,1900-04-10T08:01:38.437500+00:00,20.000,1900-04-20T13:27:11.250000+00:00,30.000
Taurus,1,1900-04-20T13:27:11.250000+00:00,30.000,1900-04-30T20:06:44.296875+00:00,40.000
Taurus,2,1900-04-30T20:06:44.296875+00:00,40.000,1900-05-11T04:05:02.343750+00:00,50.000
Taurus,3,1900-05-11T04:05:02.343750+00:00,50.000,1900-05-21T13:16:59.531250+00:00,60.000
Gemini,1,1900-05-21T13:16:59.531250+00:00,60.000,1900-05-31T23:18:52.031250+00:00,70.000
Gemini,2,1900-05-31T23:18:52.031250+00:00,70.000,1900-06-11T10:12:04.218750+00:00,80.000
Gemini,3,1900-06-11T10:12:04.218750+00:00,80.000,1900-06-21T21:39:43.593750+00:00,90.000
Cancer,1,1900-06-21T21:39:43.593750+00:00,90.000,1900-07-02T09:17:13.593750+00:00,100.000
Cancer,2,1900-07-02T09:17:13.593750+00:00,100.000,1900-07-12T21:04:02.578125+00:00,110.000
Cancer,3,1900-07-12T21:04:02.578125+00:00,110.000,1900-07-23T08:36:05.625000+00:00,120.000
Leo,1,1900-07-23T08:36:05.625000+00:00,120.000,1900-08-02T19:33:52.031250+00:00,130.000
Leo,2,1900-08-02T19:33:52.031250+00:00,130.000,1900-08-13T05:56:50.156250+00:00,140.000
Leo,3,1900-08-13T05:56:50.156250+00:00,140.000,1900-08-23T15:20:02.343750+00:00,150.000
Virgo,1,1900-08-23T15:20:02.343750+00:00,150.000,1900-09-02T23:33:59.062500+00:00,160.000
Virgo,2,1900-09-02T23:33:59.062500+00:00,160.000,1900-09-13T06:40:57.421875+00:00,170.000
Virgo,3,1900-09-13T06:40:57.421875+00:00,170.000,1900-09-23T12:20:23.437500+00:00,180.000
Libra,1,1900-09-23T12:20:23.437500+00:00,180.000,1900-10-03T16:34:23.671875+00:00,190.000
Libra,2,1900-10-03T16:34:23.671875+00:00,190.000,1900-10-13T19:30:21.093750+00:00,200.000
Libra,3,1900-10-13T19:30:21.093750+00:00,200.000,1900-10-23T20:55:25.781250+00:00,210.000
Scorpio,1,1900-10-23T20:55:25.781250+00:00,210.000,1900-11-02T21:01:03.281250+00:00,220.000
Scorpio,2,1900-11-02T21:01:03.281250+00:00,220.000,1900-11-12T20:00:14.062500+00:00,230.000
Scorpio,3,1900-11-12T20:00:14.062500+00:00,230.000,1900-11-22T17:48:02.812500+00:00,240.000
Sagittarius,1,1900-11-22T17:48:02.812500+00:00,240.000,1900-12-02T14:42:04.218750+00:00,250.000
Sagittarius,2,1900-12-02T14:42:04.218750+00:00,250.000,1900-12-12T11:00:14.062500+00:00,260.000
Sagittarius,3,1900-12-12T11:00:14.062500+00:00,260.000,1900-12-22T06:41:39.609375+00:00,270.000
Capricorn,1,1900-12-22T06:41:39.609375+00:00,270.000,1901-01-01T02:08:19.218750+00:00,280.000
Capricorn,2,1901-01-01T02:08:19.218750+00:00,280.000,1901-01-10T21:39:43.593750+00:00,290.000
Capricorn,3,1901-01-10T21:39:43.593750+00:00,290.000,1901-01-20T17:16:24.375000+00:00,300.000
Aquarius,1,1901-01-20T17:16:24.375000+00:00,300.000,1901-01-30T13:20:30.468750+00:00,310.000
Aquarius,2,1901-01-30T13:20:30.468750+00:00,310.000,1901-02-09T10:10:39.843750+00:00,320.000
Aquarius,3,1901-02-09T10:10:39.843750+00:00,320.000,1901-02-19T07:44:56.484375+00:00,330.000
Pisces,1,1901-02-19T07:44:56.484375+00:00,330.000,1901-03-01T06:22:30+00:00,340.000
Pisces,2,1901-03-01T06:22:30+00:00,340.000,1901-03-11T06:17:45.234375+00:00,350.000
Pisces,3,1901-03-11T06:17:45.234375+00:00,350.000,1901-03-21T07:23:40.312500+00:00,0.000
Aries,1,1901-03-21T07:23:40.312500+00:00,0.000,1901-03-31T09:54:08.437500+00:00,10.000
Aries,2,1901-03-31T09:54:08.437500+00:00,10.000,1901-04-10T13:55:18.750000+00:00,20.000
Aries,3,1901-04-10T13:55:18.750000+00:00,20.000,1901-04-20T19:13:28.593750+00:00,30.000
Taurus,1,1901-04-20T19:13:28.593750+00:00,30.000,1901-05-01T01:56:53.671875+00:00,40.000
Taurus,2,1901-05-01T01:56:53.671875+00:00,40.000,1901-05-11T10:00:49.218750+00:00,50.000
Taurus,3,1901-05-11T10:00:49.218750+00:00,50.000,1901-05-21T19:04:41.250000+00:00,60.000
Gemini,1,1901-05-21T19:04:41.250000+00:00,60.000,1901-06-01T05:12:53.437500+00:00,70.000
Gemini,2,1901-06-01T05:12:53.437500+00:00,70.000,1901-06-11T16:08:12.187500+00:00,80.000
Gemini,3,1901-06-11T16:08:12.187500+00:00,80.000,1901-06-22T03:27:46.406250+00:00,90.000
Cancer,1,1901-06-22T03:27:46.406250+00:00,90.000,1901-07-02T15:12:49.921875+00:00,100.000
Cancer,2,1901-07-02T15:12:49.921875+00:00,100.000,1901-07-13T02:57:53.437500+00:00,110.000
Cancer,3,1901-07-13T02:57:53.437500+00:00,110.000,1901-07-23T14:23:47.343750+00:00,120.000
Leo,1,1901-07-23T14:23:47.343750+00:00,120.000,1901-08-03T01:29:28.359375+00:00,130.000
Leo,2,1901-08-03T01:29:28.359375+00:00,130.000,1901-08-13T11:47:10.078125+00:00,140.000
Leo,3,1901-08-13T11:47:10.078125+00:00,140.000,1901-08-23T21:07:33.515625+00:00,150.000
Virgo,1,1901-08-23T21:07:33.515625+00:00,150.000,1901-09-03T05:29:24.843750+00:00,160.000
Virgo,2,1901-09-03T05:29:24.843750+00:00,160.000,1901-09-13T12:29:31.875000+00:00,170.000
Virgo,3,1901-09-13T12:29:31.875000+00:00,170.000,1901-09-23T18:09:08.437500+00:00,180.000
Libra,1,1901-09-23T18:09:08.437500+00:00,180.000,1901-10-03T22:30:52.734375+00:00,190.000
Libra,2,1901-10-03T22:30:52.734375+00:00,190.000,1901-10-14T01:19:27.187500+00:00,200.000
Libra,3,1901-10-14T01:19:27.187500+00:00,200.000,1901-10-24T02:46:17.343750+00:00,210.000
Scorpio,1,1901-10-24T02:46:17.343750+00:00,210.000,1901-11-03T02:59:07.265625+00:00,220.000
Scorpio,2,1901-11-03T02:59:07.265625+00:00,220.000,1901-11-13T01:51:05.625000+00:00,230.000
Scorpio,3,1901-11-13T01:51:05.625000+00:00,230.000,1901-11-22T23:41:22.031250+00:00,240.000
Sagittarius,1,1901-11-22T23:41:22.031250+00:00,240.000,1901-12-02T20:42:04.218750+00:00,250.000
Sagittarius,2,1901-12-02T20:42:04.218750+00:00,250.000,1901-12-12T16:52:51.093750+00:00,260.000
Sagittarius,3,1901-12-12T16:52:51.093750+00:00,260.000,1901-12-22T12:36:33.750000+00:00,270.000
Capricorn,1,1901-12-22T12:36:33.750000+00:00,270.000,1902-01-01T08:09:43.593750+00:00,280.000
Capricorn,2,1902-01-01T08:09:43.593750+00:00,280.000,1902-01-11T03:33:23.906250+00:00,290.000
Capricorn,3,1902-01-11T03:33:23.906250+00:00,290.000,1902-01-20T23:12:00.703125+00:00,300.000
Aquarius,1,1902-01-20T23:12:00.703125+00:00,300.000,1902-01-30T19:22:15.937500+00:00,310.000
Aquarius,2,1902-01-30T19:22:15.937500+00:00,310.000,1902-02-09T16:03:59.062500+00:00,320.000
Aquarius,3,1902-02-09T16:03:59.062500+00:00,320.000,1902-02-19T13:39:50.625000+00:00,330.000
Pisces,1,1902-02-19T13:39:50.625000+00:00,330.000,1902-03-01T12:22:51.093750+00:00,340.000
Pisces,2,1902-03-01T12:22:51.093750+00:00,340.000,1902-03-11T12:09:29.531250+00:00,350.000
Pisces,3,1902-03-11T12:09:29.531250+00:00,350.000,1902-03-21T13:16:38.437500+00:00,0.000
Aries,1,1902-03-21T13:16:38.437500+00:00,0.000,1902-03-31T15:51:19.687500+00:00,10.000
Aries,2,1902-03-31T15:51:19.687500+00:00,10.000,1902-04-10T19:43:21.562500+00:00,20.000
Aries,3,1902-04-10T19:43:21.562500+00:00,20.000,1902-04-21T01:04:20.156250+00:00,30.000
Taurus,1,1902-04-21T01:04:20.156250+00:00,30.000,1902-05-01T07:50:12.890625+00:00,40.000
Taurus,2,1902-05-01T07:50:12.890625+00:00,40.000,1902-05-11T15:44:17.812500+00:00,50.000
Taurus,3,1902-05-11T15:44:17.812500+00:00,50.000,1902-05-22T00:53:36.796875+00:00,60.000
Gemini,1,1902-05-22T00:53:36.796875+00:00,60.000,1902-06-01T11:01:38.437500+00:00,70.000
Gemini,2,1902-06-01T11:01:38.437500+00:00,70.000,1902-06-11T21:48:09.843750+00:00,80.000
Gemini,3,1902-06-11T21:48:09.843750+00:00,80.000,1902-06-22T09:15:07.031250+00:00,90.000
Cancer,1,1902-06-22T09:15:07.031250+00:00,90.000,1902-07-02T20:57:11.250000+00:00,100.000
Cancer,2,1902-07-02T20:57:11.250000+00:00,100.000,1902-07-13T08:36:05.625000+00:00,110.000
Cancer,3,1902-07-13T08:36:05.625000+00:00,110.000,1902-07-23T20:09:54.140625+00:00,120.000
Leo,1,1902-07-23T20:09:54.140625+00:00,120.000,1902-08-03T07:09:36.562500+00:00,130.000
Leo,2,1902-08-03T07:09:36.562500+00:00,130.000,1902-08-13T17:25:11.718750+00:00,140.000
Leo,3,1902-08-13T17:25:11.718750+00:00,140.000,1902-08-24T02:52:58.125000+00:00,150.000
Virgo,1,1902-08-24T02:52:58.125000+00:00,150.000,1902-09-03T11:07:15.937500+00:00,160.000
Virgo,2,1902-09-03T11:07:15.937500+00:00,160.000,1902-09-13T18:08:47.343750+00:00,170.000
Virgo,3,1902-09-13T18:08:47.343750+00:00,170.000,1902-09-23T23:55:25.781250+00:00,180.000
Libra,1,1902-09-23T23:55:25.781250+00:00,180.000,1902-10-04T04:09:36.562500+00:00,190.000
Libra,2,1902-10-04T04:09:36.562500+00:00,190.000,1902-10-14T07:02:13.593750+00:00,200.000
Libra,3,1902-10-14T07:02:13.593750+00:00,200.000,1902-10-24T08:35:44.531250+00:00,210.000
Scorpio,1,1902-10-24T08:35:44.531250+00:00,210.000,1902-11-03T08:41:53.671875+00:00,220.000
Scorpio,2,1902-11-03T08:41:53.671875+00:00,220.000,1902-11-13T07:39:08.437500+00:00,230.000
Scorpio,3,1902-11-13T07:39:08.437500+00:00,230.000,1902-11-23T05:35:23.437500+00:00,240.000
Sagittarius,1,1902-11-23T05:35:23.437500+00:00,240.000,1902-12-03T02:29:45.937500+00:00,250.000
Sagittarius,2,1902-12-03T02:29:45.937500+00:00,250.000,1902-12-12T22:45:49.218750+00:00,260.000
Sagittarius,3,1902-12-12T22:45:49.218750+00:00,260.000,1902-12-22T18:35:30.468750+00:00,270.000
Capricorn,1,1902-12-22T18:35:30.468750+00:00,270.000,1903-01-01T14:01:38.437500+00:00,280.000
Capricorn,2,1903-01-01T14:01:38.437500+00:00,280.000,1903-01-11T09:29:42.421875+00:00,290.000
Capricorn,3,1903-01-11T09:29:42.421875+00:00,290.000,1903-01-21T05:13:35.625000+00:00,300.000
Aquarius,1,1903-01-21T05:13:35.625000+00:00,300.000,1903-01-31T01:15:35.156250+00:00,310.000
Aquarius,2,1903-01-31T01:15:35.156250+00:00,310.000,1903-02-09T22:00:49.218750+00:00,320.000
Aquarius,3,1903-02-09T22:00:49.218750+00:00,320.000,1903-02-19T19:40:53.906250+00:00,330.000
Pisces,1,1903-02-19T19:40:53.906250+00:00,330.000,1903-03-01T18:15:07.031250+00:00,340.000
Pisces,2,1903-03-01T18:15:07.031250+00:00,340.000,1903-03-11T18:04:13.125000+00:00,350.000
Pisces,3,1903-03-11T18:04:13.125000+00:00,350.000,1903-03-21T19:14:52.968750+00:00,0.000
Aries,1,1903-03-21T19:14:52.968750+00:00,0.000,1903-03-31T21:40:25.781250+00:00,10.000
Aries,2,1903-03-31T21:40:25.781250+00:00,10.000,1903-04-11T01:35:58.593750+00:00,20.000
Aries,3,1903-04-11T01:35:58.593750+00:00,20.000,1903-04-21T06:58:42.656250+00:00,30.000
Taurus,1,1903-04-21T06:58:42.656250+00:00,30.000,1903-05-01T13:35:37.500000+00:00,40.000
Taurus,2,1903-05-01T13:35:37.500000+00:00,40.000,1903-05-11T21:36:12.656250+00:00,50.000
Taurus,3,1903-05-11T21:36:12.656250+00:00,50.000,1903-05-22T06:45:00+00:00,60.000
Gemini,1,1903-05-22T06:45:00+00:00,60.000,1903-06-01T16:45:28.125000+00:00,70.000
Gemini,2,1903-06-01T16:45:28.125000+00:00,70.000,1903-06-12T03:40:25.781250+00:00,80.000
Gemini,3,1903-06-12T03:40:25.781250+00:00,80.000,1903-06-22T15:04:55.312500+00:00,90.000
Cancer,1,1903-06-22T15:04:55.312500+00:00,90.000,1903-07-03T02:42:25.312500+00:00,100.000
Cancer,2,1903-07-03T02:42:25.312500+00:00,100.000,1903-07-13T14:30:28.125000+00:00,110.000
Cancer,3,1903-07-13T14:30:28.125000+00:00,110.000,1903-07-24T01:58:49.687500+00:00,120.000
Leo,1,1903-07-24T01:58:49.687500+00:00,120.000,1903-08-03T12:58:00.468750+00:00,130.000
Leo,2,1903-08-03T12:58:00.468750+00:00,130.000,1903-08-13T23:21:30.234375+00:00,140.000
Leo,3,1903-08-13T23:21:30.234375+00:00,140.000,1903-08-24T08:41:43.125000+00:00,150.000
Virgo,1,1903-08-24T08:41:43.125000+00:00,150.000,1903-09-03T16:58:28.593750+00:00,160.000
Virgo,2,1903-09-03T16:58:28.593750+00:00,160.000,1903-09-14T00:05:37.500000+00:00,170.000
Virgo,3,1903-09-14T00:05:37.500000+00:00,170.000,1903-09-24T05:43:49.687500+00:00,180.000
Libra,1,1903-09-24T05:43:49.687500+00:00,180.000,1903-10-04T10:02:13.593750+00:00,190.000
Libra,2,1903-10-04T10:02:13.593750+00:00,190.000,1903-10-14T12:58:21.562500+00:00,200.000
Libra,3,1903-10-14T12:58:21.562500+00:00,200.000,1903-10-24T14:23:05.156250+00:00,210.000
Scorpio,1,1903-10-24T14:23:05.156250+00:00,210.000,1903-11-03T14:33:59.062500+00:00,220.000
Scorpio,2,1903-11-03T14:33:59.062500+00:00,220.000,1903-11-13T13:33:41.484375+00:00,230.000
Scorpio,3,1903-11-13T13:33:41.484375+00:00,230.000,1903-11-23T11:21:19.687500+00:00,240.000
Sagittarius,1,1903-11-23T11:21:19.687500+00:00,240.000,1903-12-03T08:20:37.500000+00:00,250.000
Sagittarius,2,1903-12-03T08:20:37.500000+00:00,250.000,1903-12-13T04:39:08.437500+00:00,260.000
Sagittarius,3,1903-12-13T04:39:08.437500+00:00,260.000,1903-12-23T00:20:23.437500+00:00,270.000
Capricorn,1,1903-12-23T00:20:23.437500+00:00,270.000,1904-01-01T19:51:26.718750+00:00,280.000
Capricorn,2,1904-01-01T19:51:26.718750+00:00,280.000,1904-01-11T15:22:19.453125+00:00,290.000
Capricorn,3,1904-01-11T15:22:19.453125+00:00,290.000,1904-01-21T10:57:46.406250+00:00,300.000
Aquarius,1,1904-01-21T10:57:46.406250+00:00,300.000,1904-01-31T07:04:41.250000+00:00,310.000
Aquarius,2,1904-01-31T07:04:41.250000+00:00,310.000,1904-02-10T03:53:05.156250+00:00,320.000
Aquarius,3,1904-02-10T03:53:05.156250+00:00,320.000,1904-02-20T01:24:54.140625+00:00,330.000
Pisces,1,1904-02-20T01:24:54.140625+00:00,330.000,1904-03-01T00:03:52.031250+00:00,340.000
Pisces,2,1904-03-01T00:03:52.031250+00:00,340.000,1904-03-10T23:55:46.875000+00:00,350.000
Pisces,3,1904-03-10T23:55:46.875000+00:00,350.000,1904-03-21T00:58:42.656250+00:00,0.000
Aries,1,1904-03-21T00:58:42.656250+00:00,0.000,1904-03-31T03:29:42.421875+00:00,10.000
Aries,2,1904-03-31T03:29:42.421875+00:00,10.000,1904-04-10T07:27:00.703125+00:00,20.000
Aries,3,1904-04-10T07:27:00.703125+00:00,20.000,1904-04-20T12:42:11.250000+00:00,30.000
Taurus,1,1904-04-20T12:42:11.250000+00:00,30.000,1904-04-30T19:26:29.062500+00:00,40.000
Taurus,2,1904-04-30T19:26:29.062500+00:00,40.000,1904-05-11T03:26:32.578125+00:00,50.000
Taurus,3,1904-05-11T03:26:32.578125+00:00,50.000,1904-05-21T12:29:00.234375+00:00,60.000
Gemini,1,1904-05-21T12:29:00.234375+00:00,60.000,1904-05-31T22:38:26.250000+00:00,70.000
Gemini,2,1904-05-31T22:38:26.250000+00:00,70.000,1904-06-11T09:30:45.703125+00:00,80.000
Gemini,3,1904-06-11T09:30:45.703125+00:00,80.000,1904-06-21T20:51:23.203125+00:00,90.000
Cancer,1,1904-06-21T20:51:23.203125+00:00,90.000,1904-07-02T08:38:12.187500+00:00,100.000
Cancer,2,1904-07-02T08:38:12.187500+00:00,100.000,1904-07-12T20:20:48.046875+00:00,110.000
Cancer,3,1904-07-12T20:20:48.046875+00:00,110.000,1904-07-23T07:49:41.250000+00:00,120.000
Leo,1,1904-07-23T07:49:41.250000+00:00,120.000,1904-08-02T18:56:36.093750+00:00,130.000
Leo,2,1904-08-02T18:56:36.093750+00:00,130.000,1904-08-13T05:12:32.343750+00:00,140.000
Leo,3,1904-08-13T05:12:32.343750+00:00,140.000,1904-08-23T14:36:26.718750+00:00,150.000
Virgo,1,1904-08-23T14:36:26.718750+00:00,150.000,1904-09-02T22:58:28.593750+00:00,160.000
Virgo,2,1904-09-02T22:58:28.593750+00:00,160.000,1904-09-13T05:57:11.250000+00:00,170.000
Virgo,3,1904-09-13T05:57:11.250000+00:00,170.000,1904-09-23T11:40:18.750000+00:00,180.000
Libra,1,1904-09-23T11:40:18.750000+00:00,180.000,1904-10-03T16:00:59.765625+00:00,190.000
Libra,2,1904-10-03T16:00:59.765625+00:00,190.000,1904-10-13T18:48:30.937500+00:00,200.000
Libra,3,1904-10-13T18:48:30.937500+00:00,200.000,1904-10-23T20:19:13.125000+00:00,210.000
Scorpio,1,1904-10-23T20:19:13.125000+00:00,210.000,1904-11-02T20:30:28.125000+00:00,220.000
Scorpio,2,1904-11-02T20:30:28.125000+00:00,220.000,1904-11-12T19:21:54.843750+00:00,230.000
Scorpio,3,1904-11-12T19:21:54.843750+00:00,230.000,1904-11-22T17:16:03.281250+00:00,240.000
Sagittarius,1,1904-11-22T17:16:03.281250+00:00,240.000,1904-12-02T14:15:42.187500+00:00,250.000
Sagittarius,2,1904-12-02T14:15:42.187500+00:00,250.000,1904-12-12T10:26:07.968750+00:00,260.000
Sagittarius,3,1904-12-12T10:26:07.968750+00:00,260.000,1904-12-22T06:14:03.750000+00:00,270.000
Capricorn,1,1904-12-22T06:14:03.750000+00:00,270.000,1905-01-01T01:46:10.312500+00:00,280.000
Capricorn,2,1905-01-01T01:46:10.312500+00:00,280.000,1905-01-10T21:09:50.625000+00:00,290.000
Capricorn,3,1905-01-10T21:09:50.625000+00:00,290.000,1905-01-20T16:51:58.359375+00:00,300.000
Aquarius,1,1905-01-20T16:51:58.359375+00:00,300.000,1905-01-30T13:00:59.765625+00:00,310.000
Aquarius,2,1905-01-30T13:00:59.765625+00:00,310.000,1905-02-09T09:42:11.250000+00:00,320.000
Aquarius,3,1905-02-09T09:42:11.250000+00:00,320.000,1905-02-19T07:21:02.109375+00:00,330.000
Pisces,1,1905-02-19T07:21:02.109375+00:00,330.000,1905-03-01T06:02:17.109375+00:00,340.000
Pisces,2,1905-03-01T06:02:17.109375+00:00,340.000,1905-03-11T05:47:41.718750+00:00,350.000
Pisces,3,1905-03-11T05:47:41.718750+00:00,350.000,1905-03-21T06:57:39.375000+00:00,0.000
Aries,1,1905-03-21T06:57:39.375000+00:00,0.000,1905-03-31T09:29:52.968750+00:00,10.000
Aries,2,1905-03-31T09:29:52.968750+00:00,10.000,1905-04-10T13:20:51.562500+00:00,20.000
Aries,3,1905-04-10T13:20:51.562500+00:00,20.000,1905-04-20T18:43:56.718750+00:00,30.000
Taurus,1,1905-04-20T18:43:56.718750+00:00,30.000,1905-05-01T01:26:29.062500+00:00,40.000
Taurus,2,1905-05-01T01:26:29.062500+00:00,40.000,1905-05-11T09:20:23.437500+00:00,50.000
Taurus,3,1905-05-11T09:20:23.437500+00:00,50.000,1905-05-21T18:31:17.343750+00:00,60.000
Gemini,1,1905-05-21T18:31:17.343750+00:00,60.000,1905-06-01T04:35:58.593750+00:00,70.000
Gemini,2,1905-06-01T04:35:58.593750+00:00,70.000,1905-06-11T15:23:12.187500+00:00,80.000
Gemini,3,1905-06-11T15:23:12.187500+00:00,80.000,1905-06-22T02:51:33.750000+00:00,90.000
Cancer,1,1905-06-22T02:51:33.750000+00:00,90.000,1905-07-02T14:30:07.031250+00:00,100.000
Cancer,2,1905-07-02T14:30:07.031250+00:00,100.000,1905-07-13T02:11:29.062500+00:00,110.000
Cancer,3,1905-07-13T02:11:29.062500+00:00,110.000,1905-07-23T13:45:49.218750+00:00,120.000
Leo,1,1905-07-23T13:45:49.218750+00:00,120.000,1905-08-03T00:42:53.437500+00:00,130.000
Leo,2,1905-08-03T00:42:53.437500+00:00,130.000,1905-08-13T11:01:38.437500+00:00,140.000
Leo,3,1905-08-13T11:01:38.437500+00:00,140.000,1905-08-23T20:28:42.656250+00:00,150.000
Virgo,1,1905-08-23T20:28:42.656250+00:00,150.000,1905-09-03T04:41:15+00:00,160.000
Virgo,2,1905-09-03T04:41:15+00:00,160.000,1905-09-13T11:45:35.156250+00:00,170.000
Virgo,3,1905-09-13T11:45:35.156250+00:00,170.000,1905-09-23T17:30:07.031250+00:00,180.000
Libra,1,1905-09-23T17:30:07.031250+00:00,180.000,1905-10-03T21:42:53.437500+00:00,190.000
Libra,2,1905-10-03T21:42:53.437500+00:00,190.000,1905-10-14T00:37:37.031250+00:00,200.000
Libra,3,1905-10-14T00:37:37.031250+00:00,200.000,1905-10-24T02:07:58.125000+00:00,210.000
Scorpio,1,1905-10-24T02:07:58.125000+00:00,210.000,1905-11-03T02:12:32.343750+00:00,220.000
Scorpio,2,1905-11-03T02:12:32.343750+00:00,220.000,1905-11-13T01:11:43.125000+00:00,230.000
Scorpio,3,1905-11-13T01:11:43.125000+00:00,230.000,1905-11-22T23:04:58.828125+00:00,240.000
Sagittarius,1,1905-11-22T23:04:58.828125+00:00,240.000,1905-12-02T19:57:56.953125+00:00,250.000
Sagittarius,2,1905-12-02T19:57:56.953125+00:00,250.000,1905-12-12T16:16:17.343750+00:00,260.000
Sagittarius,3,1905-12-12T16:16:17.343750+00:00,260.000,1905-12-22T12:03:52.031250+00:00,270.000
Capricorn,1,1905-12-22T12:03:52.031250+00:00,270.000,1906-01-01T07:29:17.812500+00:00,280.000
Capricorn,2,1906-01-01T07:29:17.812500+00:00,280.000,1906-01-11T03:00:42.187500+00:00,290.000
Capricorn,3,1906-01-11T03:00:42.187500+00:00,290.000,1906-01-20T22:43:21.562500+00:00,300.000
Aquarius,1,1906-01-20T22:43:21.562500+00:00,300.000,1906-01-30T18:46:03.281250+00:00,310.000
Aquarius,2,1906-01-30T18:46:03.281250+00:00,310.000,1906-02-09T15:35:09.375000+00:00,320.000
Aquarius,3,1906-02-09T15:35:09.375000+00:00,320.000,1906-02-19T13:14:31.875000+00:00,330.000
Pisces,1,1906-02-19T13:14:31.875000+00:00,330.000,1906-03-01T11:49:58.828125+00:00,340.000
Pisces,2,1906-03-01T11:49:58.828125+00:00,340.000,1906-03-11T11:43:18.046875+00:00,350.000
Pisces,3,1906-03-11T11:43:18.046875+00:00,350.000,1906-03-21T12:52:44.062500+00:00,0.000
Aries,1,1906-03-21T12:52:44.062500+00:00,0.000,1906-03-31T15:19:41.250000+00:00,10.000
Aries,2,1906-03-31T15:19:41.250000+00:00,10.000,1906-04-10T19:18:45+00:00,20.000
Aries,3,1906-04-10T19:18:45+00:00,20.000,1906-04-21T00:39:22.500000+00:00,30.000
Taurus,1,1906-04-21T00:39:22.500000+00:00,30.000,1906-05-01T07:16:59.531250+00:00,40.000
Taurus,2,1906-05-01T07:16:59.531250+00:00,40.000,1906-05-11T15:19:30.703125+00:00,50.000
Taurus,3,1906-05-11T15:19:30.703125+00:00,50.000,1906-05-22T00:24:57.656250+00:00,60.000
Gemini,1,1906-05-22T00:24:57.656250+00:00,60.000,1906-06-01T10:26:07.968750+00:00,70.000
Gemini,2,1906-06-01T10:26:07.968750+00:00,70.000,1906-06-11T21:21:26.718750+00:00,80.000
Gemini,3,1906-06-11T21:21:26.718750+00:00,80.000,1906-06-22T08:41:43.125000+00:00,90.000
Cancer,1,1906-06-22T08:41:43.125000+00:00,90.000,1906-07-02T20:20:37.500000+00:00,100.000
Cancer,2,1906-07-02T20:20:37.500000+00:00,100.000,1906-07-13T08:07:37.031250+00:00,110.000
Cancer,3,1906-07-13T08:07:37.031250+00:00,110.000,1906-07-23T19:32:27.656250+00:00,120.000
Leo,1,1906-07-23T19:32:27.656250+00:00,120.000,1906-08-03T06:33:45+00:00,130.000
Leo,2,1906-08-03T06:33:45+00:00,130.000,1906-08-13T16:55:18.750000+00:00,140.000
Leo,3,1906-08-13T16:55:18.750000+00:00,140.000,1906-08-24T02:13:35.625000+00:00,150.000
Virgo,1,1906-08-24T02:13:35.625000+00:00,150.000,1906-09-03T10:32:48.750000+00:00,160.000
Virgo,2,1906-09-03T10:32:48.750000+00:00,160.000,1906-09-13T17:37:30+00:00,170.000
Virgo,3,1906-09-13T17:37:30+00:00,170.000,1906-09-23T23:15:00+00:00,180.000
Libra,1,1906-09-23T23:15:00+00:00,180.000,1906-10-04T03:36:12.656250+00:00,190.000
Libra,2,1906-10-04T03:36:12.656250+00:00,190.000,1906-10-14T06:29:52.968750+00:00,200.000
Libra,3,1906-10-14T06:29:52.968750+00:00,200.000,1906-10-24T07:54:47.109375+00:00,210.000
Scorpio,1,1906-10-24T07:54:47.109375+00:00,210.000,1906-11-03T08:08:19.218750+00:00,220.000
Scorpio,2,1906-11-03T08:08:19.218750+00:00,220.000,1906-11-13T07:05:55.078125+00:00,230.000
Scorpio,3,1906-11-13T07:05:55.078125+00:00,230.000,1906-11-23T04:53:54.375000+00:00,240.000
Sagittarius,1,1906-11-23T04:53:54.375000+00:00,240.000,1906-12-03T01:55:39.843750+00:00,250.000
Sagittarius,2,1906-12-03T01:55:39.843750+00:00,250.000,1906-12-12T22:11:53.671875+00:00,260.000
Sagittarius,3,1906-12-12T22:11:53.671875+00:00,260.000,1906-12-22T17:53:19.218750+00:00,270.000
Capricorn,1,1906-12-22T17:53:19.218750+00:00,270.000,1907-01-01T13:26:29.062500+00:00,280.000
Capricorn,2,1907-01-01T13:26:29.062500+00:00,280.000,1907-01-11T08:55:04.687500+00:00,290.000
